userId,m_id1,m_id2,m_id3,m_id4,m_id5,m_id6,m_id7,m_id8,m_id9,m_id10,m_id11,m_id12,m_id13,m_id14,m_id15,m_id16,m_id17,m_id18,m_id19,m_id20,m_id21,m_id22,m_id23,m_id24,m_id25,m_id26,m_id27,m_id28,m_id29,m_id30,m_id31,m_id32,m_id33,m_id34,m_id35,m_id36,m_id37,m_id38,m_id39,m_id40,m_id41,m_id42,m_id43,m_id44,m_id45,m_id46,m_id47,m_id48,m_id49,m_id50,m_id51,m_id52,m_id53,m_id54,m_id55,m_id56,m_id57,m_id58,m_id59,m_id60,m_id61,m_id62,m_id63,m_id64,m_id65,m_id66,m_id67,m_id68,m_id69,m_id70,m_id71,m_id72,m_id73,m_id74,m_id75,m_id76,m_id77,m_id78,m_id79,m_id80,m_id81,m_id82,m_id83,m_id84,m_id85,m_id86,m_id87,m_id88,m_id89,m_id90,m_id91,m_id92,m_id93,m_id94,m_id95,m_id96,m_id97,m_id98,m_id99,m_id100
60,58559.0,79132.0,33794.0,91529.0,68954.0,54286.0,48516.0,59315.0,60069.0,48780.0,109487.0,68157.0,44191.0,51662.0,72998.0,48394.0,49272.0,63082.0,32587.0,70286.0,56367.0,74458.0,69122.0,48774.0,50872.0,99114.0,78499.0,55820.0,68358.0,80463.0,122904.0,89745.0,73017.0,106782.0,46976.0,64614.0,45722.0,69844.0,96079.0,35836.0,40815.0,54503.0,52973.0,48385.0,54001.0,109374.0,111759.0,71535.0,91500.0,53125.0,47610.0,115617.0,112852.0,44665.0,91542.0,49530.0,134130.0,122882.0,134853.0,33679.0,46578.0,51255.0,57669.0,33493.0,36529.0,81845.0,116797.0,60684.0,87232.0,77561.0,91658.0,59615.0,63113.0,59369.0,39183.0,76093.0,81591.0,56174.0,45517.0,79702.0,56782.0,76251.0,34162.0,95510.0,64839.0,34405.0,45499.0,55765.0,40819.0,115713.0,59784.0,54272.0,55247.0,122886.0,47099.0,30793.0,53996.0,41566.0,119145.0,88140.0
62,58559.0,79132.0,33794.0,68954.0,59315.0,48780.0,48516.0,72998.0,44191.0,60069.0,68157.0,91529.0,54286.0,99114.0,49272.0,109487.0,50872.0,32587.0,51662.0,89745.0,122904.0,112852.0,70286.0,69122.0,74458.0,73017.0,40815.0,53125.0,109374.0,45722.0,69844.0,80463.0,48774.0,33493.0,56367.0,111759.0,91500.0,46578.0,48394.0,78499.0,122882.0,115617.0,35836.0,63082.0,106782.0,59784.0,71535.0,54001.0,96079.0,134853.0,55820.0,116797.0,68358.0,119145.0,91542.0,122886.0,51255.0,87232.0,79702.0,76093.0,77561.0,64614.0,60684.0,81845.0,57669.0,52973.0,88125.0,81834.0,134130.0,54503.0,41566.0,56174.0,30793.0,54272.0,48385.0,55247.0,47099.0,45499.0,81591.0,55765.0,152081.0,44665.0,72641.0,112552.0,34162.0,104841.0,79091.0,59369.0,34405.0,31685.0,49530.0,45517.0,33615.0,63113.0,69757.0,139385.0,44199.0,76251.0,33679.0,84152.0
63,58559.0,79132.0,33794.0,68954.0,59315.0,48516.0,48780.0,91529.0,60069.0,54286.0,44191.0,72998.0,49272.0,68157.0,32587.0,50872.0,99114.0,109487.0,51662.0,69122.0,89745.0,70286.0,74458.0,73017.0,122904.0,112852.0,56367.0,48394.0,40815.0,48774.0,78499.0,33493.0,109374.0,53125.0,45722.0,46578.0,55820.0,80463.0,91500.0,69844.0,68358.0,60684.0,71535.0,115617.0,96079.0,122882.0,63082.0,54001.0,87232.0,51255.0,111759.0,122886.0,106782.0,59784.0,134853.0,76093.0,35836.0,64614.0,79702.0,54503.0,81845.0,116797.0,57669.0,91542.0,30793.0,77561.0,41566.0,119145.0,56174.0,52973.0,63113.0,45499.0,54272.0,44665.0,48385.0,81834.0,49530.0,55765.0,33679.0,134130.0,88125.0,59369.0,45517.0,47099.0,152081.0,34162.0,81591.0,34405.0,45447.0,55247.0,33615.0,47610.0,79091.0,76251.0,53996.0,46976.0,31685.0,69757.0,108932.0,115713.0
64,33794.0,58559.0,32587.0,44191.0,48516.0,45722.0,46578.0,40815.0,49272.0,48780.0,51662.0,33493.0,41566.0,59315.0,50872.0,35836.0,79132.0,45499.0,68954.0,54286.0,30793.0,56367.0,33679.0,60069.0,54001.0,48394.0,53125.0,68157.0,55820.0,72998.0,40819.0,34162.0,54503.0,48774.0,34048.0,69122.0,52973.0,51255.0,39183.0,46976.0,49530.0,48385.0,54272.0,45517.0,73017.0,63082.0,91529.0,34405.0,37729.0,45447.0,38061.0,44195.0,41569.0,44665.0,54997.0,44199.0,59784.0,99114.0,47099.0,109374.0,56174.0,80463.0,57669.0,31685.0,53996.0,33004.0,91500.0,56757.0,60684.0,69844.0,37733.0,68358.0,55765.0,109487.0,81845.0,74458.0,55247.0,70286.0,59369.0,112852.0,78499.0,71535.0,89745.0,81834.0,79702.0,106782.0,47610.0,33615.0,36529.0,122904.0,52722.0,56782.0,64614.0,134853.0,39292.0,61323.0,58998.0,59615.0,34150.0,60040.0
65,58559.0,79132.0,33794.0,48516.0,68954.0,91529.0,68157.0,44191.0,48780.0,109487.0,59315.0,54286.0,99114.0,60069.0,72998.0,74458.0,49272.0,32587.0,69122.0,89745.0,70286.0,51662.0,50872.0,122904.0,48394.0,63082.0,109374.0,106782.0,112852.0,48774.0,73017.0,80463.0,56367.0,111759.0,64614.0,134853.0,46578.0,122882.0,116797.0,91500.0,55820.0,96079.0,134130.0,71535.0,78499.0,91542.0,35836.0,33493.0,68358.0,81845.0,60684.0,69844.0,122886.0,115617.0,45722.0,47099.0,87232.0,57669.0,53125.0,40815.0,51255.0,79702.0,112552.0,54001.0,55247.0,48385.0,119145.0,47610.0,76093.0,139385.0,77561.0,49530.0,54503.0,55765.0,46976.0,88125.0,56174.0,115713.0,44665.0,91658.0,52973.0,36529.0,81591.0,84152.0,59784.0,112556.0,56782.0,38061.0,81834.0,30793.0,40819.0,85414.0,34405.0,59369.0,104841.0,54272.0,45517.0,63113.0,69757.0,44199.0
66,51255.0,58559.0,33794.0,48516.0,68954.0,32587.0,49272.0,46578.0,54503.0,44191.0,57669.0,48780.0,55820.0,56367.0,71535.0,54286.0,54272.0,79132.0,60684.0,48774.0,74458.0,68157.0,52973.0,51662.0,96079.0,33493.0,60069.0,35836.0,48385.0,34162.0,80463.0,54001.0,59315.0,64614.0,53125.0,69481.0,50872.0,69122.0,91529.0,73017.0,54997.0,45722.0,46976.0,122886.0,58998.0,40815.0,72998.0,59784.0,81591.0,99114.0,34405.0,41566.0,45499.0,122904.0,54995.0,30793.0,70286.0,56174.0,39292.0,109374.0,44665.0,79702.0,48394.0,44195.0,109487.0,89745.0,78499.0,55765.0,112852.0,76251.0,134853.0,49530.0,119145.0,61323.0,38061.0,61024.0,55247.0,68358.0,45447.0,59369.0,56782.0,46970.0,52281.0,33004.0,91658.0,59615.0,34150.0,31696.0,122882.0,51935.0,37733.0,53996.0,51540.0,53519.0,56757.0,58803.0,45728.0,54259.0,115617.0,88125.0
67,79132.0,58559.0,68157.0,68954.0,60069.0,99114.0,91529.0,109487.0,48516.0,72998.0,48780.0,33794.0,59315.0,44191.0,74458.0,69122.0,48394.0,122904.0,80463.0,54286.0,70286.0,115617.0,89745.0,122882.0,112852.0,49272.0,106782.0,50872.0,32587.0,96079.0,69844.0,134853.0,73017.0,51662.0,78499.0,109374.0,111759.0,122886.0,116797.0,71535.0,55820.0,68358.0,91500.0,88125.0,91542.0,40815.0,48774.0,64614.0,81834.0,57669.0,63082.0,56367.0,152081.0,81591.0,81845.0,76093.0,60684.0,79702.0,54001.0,112552.0,59784.0,119145.0,46578.0,53125.0,56174.0,134130.0,51255.0,45722.0,54503.0,139385.0,55247.0,33493.0,112556.0,108932.0,87232.0,104841.0,35836.0,77561.0,115713.0,68237.0,48385.0,52973.0,79091.0,69757.0,56782.0,112183.0,84152.0,45517.0,55765.0,91658.0,47099.0,85414.0,64839.0,63113.0,92259.0,30793.0,51540.0,64969.0,72641.0,33615.0
68,58559.0,79132.0,33794.0,68954.0,48516.0,59315.0,44191.0,48780.0,54286.0,72998.0,60069.0,49272.0,51662.0,68157.0,50872.0,91529.0,32587.0,69122.0,99114.0,73017.0,70286.0,40815.0,56367.0,74458.0,45722.0,109487.0,33493.0,53125.0,48774.0,89745.0,46578.0,112852.0,48394.0,69844.0,35836.0,122904.0,54001.0,55820.0,78499.0,71535.0,51255.0,63082.0,54503.0,68358.0,60684.0,80463.0,52973.0,109374.0,91500.0,30793.0,41566.0,49530.0,96079.0,59784.0,45499.0,87232.0,48385.0,115617.0,79702.0,122882.0,81845.0,91542.0,111759.0,64614.0,47099.0,57669.0,56174.0,106782.0,134853.0,122886.0,54272.0,45447.0,33679.0,34162.0,77561.0,44665.0,63113.0,34405.0,55765.0,76093.0,59369.0,81834.0,69757.0,116797.0,88125.0,31685.0,45517.0,119145.0,40819.0,47610.0,134130.0,46976.0,44199.0,72641.0,55247.0,81591.0,34048.0,64957.0,36529.0,53996.0
70,58559.0,48516.0,55820.0,63082.0,79132.0,49272.0,54286.0,68157.0,44191.0,51662.0,33794.0,48780.0,69122.0,72998.0,68954.0,56367.0,59315.0,60069.0,69757.0,32587.0,48394.0,50872.0,55247.0,46578.0,56782.0,80463.0,54503.0,70286.0,57669.0,91529.0,33493.0,99114.0,49530.0,35836.0,109374.0,45517.0,45722.0,73017.0,109487.0,64614.0,46976.0,52973.0,40815.0,44195.0,48774.0,78499.0,81845.0,72641.0,106782.0,44555.0,56174.0,53125.0,68358.0,36529.0,34162.0,48385.0,59369.0,91500.0,64957.0,74458.0,55765.0,51255.0,45499.0,37741.0,31685.0,40819.0,122882.0,79702.0,41566.0,51540.0,47099.0,30793.0,60684.0,54001.0,39183.0,72011.0,59784.0,139385.0,88810.0,111759.0,134853.0,89745.0,112556.0,71535.0,40629.0,69481.0,87232.0,38061.0,47610.0,81591.0,54272.0,45447.0,64839.0,58998.0,64969.0,69844.0,86882.0,41569.0,115713.0,54997.0
72,56174.0,58559.0,70286.0,48516.0,60069.0,59315.0,48780.0,72998.0,99114.0,54286.0,33493.0,33794.0,55820.0,40815.0,79132.0,49272.0,54503.0,68954.0,48774.0,51662.0,69122.0,50872.0,109487.0,44191.0,104841.0,48385.0,71535.0,63082.0,32587.0,41566.0,35836.0,96610.0,87232.0,34048.0,54997.0,59784.0,55765.0,59369.0,91500.0,111759.0,54001.0,51255.0,47610.0,54272.0,44195.0,88744.0,122882.0,48394.0,63113.0,74458.0,45722.0,122904.0,98809.0,53125.0,96079.0,60684.0,80463.0,34405.0,45447.0,33679.0,34162.0,52973.0,45517.0,68237.0,81591.0,49530.0,53972.0,73017.0,68358.0,44199.0,53322.0,109374.0,78499.0,44665.0,64957.0,68157.0,84152.0,51540.0,77561.0,69844.0,52722.0,46578.0,85414.0,112556.0,33004.0,115713.0,56367.0,166528.0,91529.0,82459.0,80489.0,54736.0,64614.0,112552.0,33615.0,134853.0,134130.0,92259.0,116797.0,30793.0
73,58559.0,79132.0,68954.0,33794.0,59315.0,91529.0,60069.0,72998.0,48516.0,48780.0,68157.0,99114.0,54286.0,44191.0,109487.0,69122.0,50872.0,49272.0,51662.0,112852.0,89745.0,73017.0,122904.0,74458.0,32587.0,70286.0,69844.0,109374.0,40815.0,53125.0,56367.0,80463.0,45722.0,122882.0,78499.0,71535.0,111759.0,115617.0,91500.0,96079.0,79702.0,63082.0,59784.0,81845.0,48774.0,106782.0,46578.0,87232.0,35836.0,68358.0,48394.0,54001.0,122886.0,77561.0,33493.0,76093.0,119145.0,52973.0,134853.0,91542.0,60684.0,54503.0,55820.0,116797.0,51255.0,81834.0,57669.0,64614.0,88125.0,31685.0,30793.0,134130.0,63113.0,55247.0,69757.0,56174.0,41566.0,81591.0,48385.0,47099.0,45517.0,49530.0,54272.0,72641.0,45447.0,59369.0,34162.0,112552.0,139385.0,33679.0,55765.0,79091.0,76251.0,33615.0,104841.0,152081.0,58998.0,45499.0,84152.0,40819.0
74,48516.0,58559.0,55820.0,33794.0,46578.0,44191.0,48394.0,48780.0,49272.0,32587.0,79132.0,54286.0,48774.0,51662.0,68157.0,56367.0,63082.0,56782.0,33493.0,51255.0,68954.0,72998.0,60069.0,49530.0,54503.0,44195.0,59315.0,50872.0,69122.0,57669.0,55247.0,46976.0,48385.0,40819.0,70286.0,39183.0,41997.0,55765.0,35836.0,37733.0,64614.0,38061.0,54997.0,44665.0,36529.0,54001.0,91529.0,44555.0,37741.0,40815.0,41566.0,74458.0,45499.0,34405.0,99114.0,44199.0,52973.0,45722.0,47099.0,54272.0,60684.0,56174.0,80463.0,34162.0,41569.0,30793.0,47610.0,58998.0,34437.0,52281.0,68358.0,73017.0,59369.0,53125.0,45517.0,69481.0,39292.0,48738.0,51540.0,37729.0,33679.0,109374.0,64839.0,109487.0,61323.0,122882.0,139385.0,106782.0,134130.0,34048.0,71535.0,50068.0,66097.0,45447.0,54995.0,33004.0,34150.0,76251.0,64957.0,69757.0
75,44191.0,33794.0,58559.0,32587.0,33493.0,51662.0,34405.0,48516.0,54286.0,49272.0,48780.0,79132.0,44199.0,48394.0,59315.0,40815.0,48774.0,38061.0,50872.0,68157.0,44195.0,45722.0,68954.0,72998.0,45499.0,44665.0,35836.0,41566.0,70286.0,46578.0,55820.0,46976.0,34048.0,99114.0,60069.0,54503.0,49530.0,33679.0,51255.0,89745.0,53125.0,54001.0,74458.0,36529.0,63082.0,60684.0,69122.0,56367.0,48385.0,68358.0,54272.0,30793.0,54997.0,52973.0,47610.0,73017.0,31685.0,55765.0,45517.0,57669.0,41569.0,109487.0,40819.0,56174.0,69844.0,134853.0,37733.0,59369.0,122886.0,112852.0,111759.0,64614.0,122904.0,33615.0,53996.0,109374.0,91529.0,53322.0,116797.0,47099.0,76251.0,71535.0,45447.0,80463.0,76093.0,59784.0,119145.0,55247.0,91500.0,78499.0,57368.0,63113.0,34150.0,33004.0,31696.0,39183.0,91542.0,45186.0,52722.0,53972.0
76,58559.0,79132.0,33794.0,48516.0,68157.0,44191.0,48780.0,68954.0,54286.0,59315.0,60069.0,32587.0,51662.0,49272.0,91529.0,99114.0,72998.0,55820.0,69122.0,50872.0,33493.0,56367.0,109487.0,74458.0,48394.0,48774.0,70286.0,40815.0,35836.0,45722.0,80463.0,51255.0,63082.0,46578.0,73017.0,57669.0,54503.0,53125.0,41566.0,64614.0,71535.0,60684.0,54001.0,52973.0,89745.0,68358.0,78499.0,48385.0,56174.0,109374.0,96079.0,33679.0,122882.0,49530.0,30793.0,69844.0,91500.0,112852.0,122904.0,55765.0,106782.0,34405.0,55247.0,54272.0,59784.0,45499.0,34162.0,45517.0,111759.0,79702.0,44665.0,47610.0,59369.0,134853.0,81591.0,91542.0,45447.0,81845.0,46976.0,87232.0,122886.0,39183.0,56782.0,116797.0,38061.0,36529.0,44199.0,63113.0,47099.0,44195.0,40819.0,34048.0,77561.0,115617.0,31685.0,54997.0,69481.0,88125.0,58998.0,33615.0
77,58559.0,79132.0,33794.0,48516.0,54286.0,91529.0,68954.0,59315.0,109487.0,48780.0,44191.0,68157.0,60069.0,32587.0,49272.0,51662.0,99114.0,72998.0,48394.0,70286.0,74458.0,50872.0,48774.0,69122.0,63082.0,122904.0,89745.0,56367.0,55820.0,68358.0,80463.0,73017.0,78499.0,45722.0,109374.0,111759.0,112852.0,40815.0,46578.0,35836.0,115617.0,33493.0,106782.0,64614.0,91500.0,96079.0,134853.0,53125.0,46976.0,69844.0,54503.0,122882.0,51255.0,71535.0,116797.0,48385.0,33679.0,44665.0,54001.0,52973.0,91542.0,60684.0,57669.0,54272.0,134130.0,81845.0,30793.0,56174.0,41566.0,76093.0,45499.0,49530.0,87232.0,47099.0,139385.0,55765.0,47610.0,34162.0,36529.0,45517.0,79702.0,119145.0,77561.0,122886.0,81591.0,40819.0,59784.0,63113.0,115713.0,91658.0,112552.0,34048.0,34405.0,95510.0,59369.0,55247.0,56782.0,108932.0,39183.0,38061.0
78,58559.0,59315.0,68358.0,33794.0,60069.0,49272.0,79132.0,54286.0,68954.0,72998.0,48780.0,51662.0,70286.0,50872.0,91529.0,60684.0,45722.0,48516.0,32587.0,48774.0,89745.0,33493.0,112852.0,78499.0,68157.0,109487.0,44191.0,53125.0,111759.0,34405.0,44665.0,73017.0,87232.0,122904.0,59784.0,91500.0,48385.0,40815.0,69122.0,63082.0,71535.0,63113.0,134130.0,55820.0,56174.0,53996.0,45499.0,77561.0,57669.0,69844.0,74458.0,59369.0,115617.0,49530.0,95510.0,53972.0,56367.0,99114.0,54503.0,96079.0,44199.0,41566.0,55765.0,47610.0,45517.0,33679.0,51255.0,48394.0,52973.0,59615.0,54001.0,134853.0,34048.0,30793.0,109374.0,122886.0,68791.0,60040.0,119145.0,36529.0,57368.0,91542.0,79702.0,116797.0,64957.0,80463.0,35836.0,85414.0,38061.0,88140.0,33004.0,33615.0,84152.0,69481.0,54997.0,47099.0,86332.0,61024.0,34162.0,76093.0
80,58559.0,79132.0,33794.0,48516.0,54286.0,48780.0,59315.0,44191.0,49272.0,68954.0,32587.0,91529.0,51662.0,68157.0,60069.0,72998.0,70286.0,48774.0,99114.0,48394.0,69122.0,50872.0,109487.0,74458.0,33493.0,73017.0,55820.0,89745.0,63082.0,56367.0,68358.0,45722.0,60684.0,53125.0,71535.0,49530.0,80463.0,51255.0,78499.0,112852.0,111759.0,44665.0,35836.0,57669.0,40815.0,54503.0,56174.0,87232.0,46578.0,122904.0,96079.0,55765.0,91500.0,69844.0,64614.0,109374.0,54001.0,122882.0,52973.0,45499.0,48385.0,79702.0,34405.0,63113.0,106782.0,91542.0,122886.0,59784.0,41566.0,54272.0,36529.0,44199.0,77561.0,33679.0,134130.0,47099.0,76093.0,59369.0,46976.0,47610.0,115617.0,81845.0,45517.0,30793.0,134853.0,38061.0,116797.0,81591.0,119145.0,45447.0,34162.0,34048.0,53996.0,54997.0,76251.0,31685.0,69481.0,33615.0,55247.0,85414.0
83,58559.0,79132.0,68954.0,33794.0,48516.0,44191.0,60069.0,68157.0,72998.0,54286.0,91529.0,59315.0,48780.0,48394.0,49272.0,70286.0,51662.0,32587.0,109487.0,99114.0,48774.0,50872.0,69122.0,89745.0,74458.0,56367.0,69844.0,122904.0,73017.0,40815.0,78499.0,46578.0,112852.0,55820.0,63082.0,115617.0,80463.0,54001.0,96079.0,76093.0,81834.0,109374.0,81845.0,68358.0,45722.0,71535.0,134853.0,53125.0,111759.0,91500.0,33493.0,122882.0,64614.0,35836.0,60684.0,88125.0,47099.0,51255.0,116797.0,106782.0,122886.0,87232.0,57669.0,77561.0,79702.0,59784.0,52973.0,91542.0,81591.0,49530.0,54503.0,56174.0,48385.0,63113.0,134130.0,59369.0,46976.0,44665.0,69757.0,119145.0,30793.0,55247.0,33615.0,47610.0,76251.0,41566.0,72641.0,40819.0,45517.0,31685.0,55765.0,54272.0,152081.0,79091.0,45499.0,34405.0,91658.0,33679.0,36529.0,34162.0
86,58559.0,79132.0,33794.0,68954.0,59315.0,60069.0,91529.0,54286.0,48516.0,48780.0,68157.0,44191.0,32587.0,49272.0,109487.0,51662.0,72998.0,50872.0,48394.0,70286.0,45722.0,99114.0,48774.0,69122.0,68358.0,122904.0,74458.0,56367.0,40815.0,89745.0,33493.0,78499.0,35836.0,55820.0,53125.0,115617.0,80463.0,63082.0,73017.0,112852.0,33679.0,69844.0,60684.0,111759.0,71535.0,91500.0,96079.0,54503.0,54001.0,52973.0,45499.0,46578.0,109374.0,41566.0,44665.0,48385.0,30793.0,57669.0,49530.0,106782.0,51255.0,64614.0,63113.0,54272.0,59784.0,122882.0,91542.0,134853.0,56174.0,76093.0,45517.0,81845.0,87232.0,34162.0,116797.0,77561.0,46976.0,122886.0,34048.0,79702.0,53996.0,55765.0,81591.0,134130.0,47610.0,47099.0,34405.0,59369.0,40819.0,45447.0,39183.0,119145.0,88125.0,81834.0,31685.0,38061.0,36529.0,95510.0,108932.0,33615.0
88,58559.0,79132.0,48516.0,33794.0,68157.0,44191.0,54286.0,68954.0,48780.0,91529.0,48394.0,32587.0,49272.0,60069.0,59315.0,51662.0,55820.0,99114.0,48774.0,109487.0,72998.0,70286.0,46578.0,74458.0,69122.0,56367.0,63082.0,50872.0,80463.0,51255.0,46976.0,73017.0,33493.0,89745.0,64614.0,57669.0,35836.0,54503.0,109374.0,40815.0,122904.0,71535.0,78499.0,106782.0,45722.0,68358.0,44665.0,54001.0,49530.0,122882.0,111759.0,48385.0,52973.0,55247.0,134853.0,60684.0,96079.0,53125.0,81845.0,54272.0,55765.0,56174.0,112852.0,56782.0,69844.0,91500.0,81591.0,116797.0,115617.0,47099.0,91542.0,38061.0,36529.0,47610.0,76093.0,40819.0,34405.0,79702.0,134130.0,87232.0,39183.0,45499.0,44195.0,30793.0,139385.0,44199.0,122886.0,33679.0,91658.0,34162.0,59784.0,41566.0,63113.0,45517.0,44555.0,115713.0,59369.0,76251.0,64839.0,54997.0
89,58559.0,79132.0,59315.0,33794.0,48780.0,48516.0,44191.0,70286.0,72998.0,32587.0,68157.0,60069.0,49272.0,48394.0,68954.0,54286.0,48774.0,74458.0,60684.0,91529.0,109487.0,51662.0,89745.0,33493.0,111759.0,44665.0,44199.0,64614.0,53125.0,77561.0,116797.0,49530.0,69844.0,56174.0,55820.0,99114.0,73017.0,112852.0,85414.0,79702.0,63082.0,122904.0,34405.0,112552.0,68358.0,36529.0,45722.0,106782.0,55765.0,59369.0,51540.0,57669.0,54001.0,55247.0,69122.0,76093.0,47099.0,91542.0,76251.0,84152.0,47610.0,87232.0,38061.0,122886.0,91500.0,63113.0,71535.0,48385.0,109374.0,122882.0,72011.0,134130.0,54997.0,80463.0,34048.0,41569.0,88125.0,33615.0,78499.0,60040.0,98809.0,53972.0,54503.0,45517.0,51255.0,81845.0,40815.0,44195.0,86332.0,68237.0,96079.0,91658.0,49278.0,122918.0,37733.0,45499.0,50872.0,34150.0,166528.0,56782.0
91,31696.0,44191.0,48780.0,51662.0,48516.0,72998.0,49272.0,58559.0,46976.0,60069.0,54997.0,33493.0,73017.0,54286.0,68157.0,32587.0,47610.0,71535.0,33679.0,112852.0,35836.0,79132.0,69844.0,70286.0,45722.0,53125.0,54001.0,59784.0,49530.0,33794.0,68358.0,59315.0,45499.0,51255.0,88125.0,68954.0,50872.0,41566.0,48394.0,111759.0,40815.0,134130.0,52973.0,37733.0,47099.0,58998.0,38061.0,64957.0,41569.0,64969.0,52281.0,63082.0,48774.0,56174.0,122886.0,97938.0,60684.0,81834.0,98809.0,31685.0,96610.0,34405.0,33615.0,122882.0,34150.0,45447.0,69122.0,96079.0,106489.0,72011.0,54995.0,54503.0,89745.0,116797.0,74458.0,59369.0,63113.0,44022.0,122904.0,34162.0,57368.0,39183.0,30793.0,36529.0,76093.0,106487.0,54272.0,51935.0,61024.0,53322.0,112175.0,46578.0,44665.0,45672.0,61132.0,60072.0,79091.0,119145.0,57669.0,50794.0
92,51662.0,35836.0,58559.0,33794.0,44191.0,48516.0,52973.0,50872.0,54286.0,46578.0,32587.0,79132.0,56367.0,68954.0,45722.0,69122.0,54001.0,40815.0,34162.0,59315.0,49272.0,69757.0,49530.0,45499.0,54503.0,60069.0,48774.0,72998.0,33679.0,54272.0,41566.0,48780.0,47610.0,31685.0,46976.0,55820.0,68157.0,34405.0,33493.0,99114.0,51255.0,91529.0,78499.0,53125.0,73017.0,45447.0,63082.0,70286.0,53996.0,58803.0,48385.0,48394.0,45517.0,134853.0,54997.0,109374.0,61024.0,69844.0,34048.0,56174.0,30793.0,80463.0,68358.0,122904.0,44665.0,91500.0,59615.0,59784.0,72641.0,39183.0,55765.0,74458.0,38061.0,55247.0,58998.0,47099.0,64969.0,40819.0,119145.0,71535.0,59369.0,41569.0,76251.0,72011.0,139385.0,89745.0,60684.0,112852.0,52722.0,86882.0,60074.0,122882.0,64957.0,109487.0,33615.0,45720.0,106782.0,31696.0,81845.0,57669.0
98,79132.0,58559.0,68954.0,109487.0,59315.0,91529.0,72998.0,60069.0,48780.0,68157.0,99114.0,33794.0,89745.0,112852.0,50872.0,122904.0,44191.0,74458.0,109374.0,116797.0,48516.0,111759.0,73017.0,70286.0,54286.0,49272.0,46578.0,69122.0,51662.0,69844.0,115617.0,91500.0,53125.0,122882.0,106782.0,122886.0,81845.0,134853.0,78499.0,76093.0,56367.0,87232.0,32587.0,47099.0,45722.0,134130.0,88125.0,80463.0,96079.0,79702.0,71535.0,40815.0,119145.0,48394.0,81834.0,63082.0,77561.0,33493.0,48774.0,112552.0,64614.0,59784.0,84152.0,69757.0,91542.0,55247.0,97938.0,152081.0,68358.0,30793.0,54001.0,108932.0,112556.0,79091.0,139385.0,104841.0,72641.0,41566.0,88140.0,166528.0,60684.0,55820.0,110102.0,35836.0,56174.0,52973.0,48385.0,51255.0,115713.0,31685.0,122918.0,111362.0,81591.0,116823.0,45517.0,54272.0,54503.0,96610.0,57669.0,122892.0
103,58559.0,79132.0,33794.0,68954.0,48516.0,68157.0,48780.0,91529.0,60069.0,59315.0,44191.0,72998.0,99114.0,54286.0,49272.0,32587.0,50872.0,109487.0,51662.0,69122.0,74458.0,40815.0,56367.0,73017.0,89745.0,46578.0,80463.0,70286.0,45722.0,122904.0,48394.0,112852.0,109374.0,55820.0,63082.0,33493.0,69844.0,78499.0,53125.0,48774.0,106782.0,35836.0,71535.0,54001.0,81845.0,91500.0,51255.0,54503.0,111759.0,96079.0,122882.0,41566.0,64614.0,68358.0,30793.0,115617.0,59784.0,134853.0,91542.0,52973.0,57669.0,60684.0,79702.0,116797.0,87232.0,34162.0,56174.0,81834.0,55247.0,54272.0,48385.0,122886.0,88125.0,47099.0,77561.0,76093.0,81591.0,69757.0,45499.0,119145.0,49530.0,45517.0,33679.0,45447.0,31685.0,63113.0,134130.0,139385.0,112552.0,55765.0,46976.0,59369.0,44665.0,40819.0,115713.0,34405.0,72641.0,33615.0,104841.0,152081.0
104,58559.0,68954.0,33794.0,79132.0,40815.0,50872.0,72998.0,48780.0,59315.0,60069.0,44191.0,48516.0,45722.0,32587.0,53125.0,54286.0,69844.0,56367.0,51662.0,54001.0,41566.0,49272.0,68157.0,46578.0,69122.0,91529.0,89745.0,33493.0,73017.0,112852.0,99114.0,30793.0,81845.0,78499.0,35836.0,88125.0,59784.0,81834.0,52973.0,122904.0,71535.0,91500.0,70286.0,48394.0,109374.0,74458.0,34162.0,54503.0,48774.0,80463.0,45499.0,51255.0,79702.0,55820.0,96079.0,77561.0,109487.0,33679.0,45447.0,54272.0,40819.0,115617.0,45517.0,63082.0,87232.0,76093.0,116797.0,31685.0,69757.0,134853.0,111759.0,122882.0,72641.0,60684.0,91542.0,48385.0,49530.0,33615.0,37729.0,57669.0,56174.0,122886.0,47099.0,59369.0,81591.0,39183.0,68358.0,34405.0,55765.0,53996.0,44665.0,34048.0,106782.0,79091.0,41569.0,56757.0,40629.0,63113.0,86332.0,88140.0
